description,points
"This wine is half Viognier with the balance a blend of Marsanne, Roussanne and Chardonnay. Aromas display a considerable amount of reduction that detracts from notes of peach and almond. It's dry and broad in feel, showing some bitterness on the finish.",83
"Neither nose nor palate give much away: there are hints of tart stone fruit, of slightly green mirabelles and of fresh lemon. The dry palate displays the fruit and lets lemon speak longest on its zesty dry finish.",89
"This stunning sparkler opens with lovely aromas of hawthorn, wisteria, white orchard fruit and herbs. The crisp, savory palate offers white peach, green apple, lemon zest and minerals while a creamy mousse softens the vibrant acidity.",91
"Delicate yellow wildflower and yellow stone fruit scents combine. The palate is bright and tangy, with ripe peach and citrus flavors that taper into a delicate hint of almond on the finish.",88
"From the ripe 2015 vintage, this is a smooth opulent wine. With its citrus and pear fruits, rich acidity and tangy aftertaste, this concentrated wine is balanced and ready to drink.",89
"There's no oak at all on this savory young Sauvignon Blanc, which delivers its richness directly to the palate, undiluted. Those flavors are of green fruits: melons, apples, limes and the slightly sour, flowery tang of gooseberries. Fine acidity makes it all brisk and mouthwatering. An outstanding Sauvignon Blanc for today's ethnic fare, at a great price.",90
"Two thirds Chardonnay, and one third a Viognier/Roussanne blend, this young wine has a definitely spritzy mouthfeel and a yeasty finish. The fruit flavors are fresh and lively, suggesting lemon and pineapple, with finishing hints of honeycomb.",87
"This is a very pungent Sauvignon Blanc, aggressive in those green aromas and flavors generally lumped under the descriptive term of gooseberry. It's dry and clean and acidic, with a finish like the juice of Meyer lemons.",84
"There's a leathery quality to the nose of this bottling, with charred berries, roasted pepper-crusted beef and slightly sour gamy aromas as well. Cracked black pepper, blackberry, animal skins and beef jerky flavors show on the sip, which hides the high-alcohol content well.",90
"Compact dark-fruit aromas turn more jammy with airing. This is gripping in feel, with firm tannins. Flavors of spice, herbs and  black fruits finish with pronounced acidity, leftover tannins and a leathery accent.",86
"A superb wine, the product of a great vineyard site and old vines. The wine is concentrated, very rich, beautifully balanced between considerable acidity and sweet white fruits and mandarin oranges. With its tense, edgy texture, it is a wine that will age for many years.",96
"This is a smooth blend of Antão Vaz and Arinto, with a shot of Alvarinho. It is bright and fruity yet also somewhat creamy. There is a lemon tang to this still young wine. Fresh and fruity at the end, drink from 2016.",86
"Pretty white blossom and fresh apple notes are cast in a veil of crushed minerals in this deft, delicate Riesling. Lacy sweetness and sunny tangerine acidity brighten the midpalate. This is a lovely off-dry wine that's delicious now for it's fresh, fragrant youth.",88
"One of the better Roussannes out there, this is dry with balanced acidity, showing a creamy mouthfeel, plus complex citrus, butterscotch, mineral and spice flavors. It has many food-pairing possibilities.",90
"Tannic, thick and mired in tar and oak, this estate wine has a lack of fruit that puts it off balance.",83
"Starts out solid enough, with notes of white grapefruit, passion fruit and mineral. Then it turns decidedly vegetal, with heavy flavors of asparagus, canned green beans and bell pepper. By the time it finishes you're firmly in the green zone.",83
"Named after César the sculptor and not Caesar the Roman emperor, the wine has a strongly herbal character that seems to come from the superripe fruit as well as the landscape around Monte Sainte-Victoire. It is certainly rich, although the acidity balances out the spice and pepper character. Drink now.",92
"This has gone up in price over the years, but it's still a solid, relatively affordable example of Barossa Valley Shiraz. This is youthful and edgy, with meaty, savory notes accenting mixed berries and a hint of mint. The finish is a bit chewy right now, but mouthcoating and long.",93
"Minerality takes center stage in this light-footed but penetrating dry Riesling. While the fruit profile is zesty and green—suggesting tart, under-ripe lime, tangerines and melon rinds—the palate is gilded by slick layers of candlewax and petrol, lending a dense, voluminous mouthfeel. It's an elegant, stately wine to drink now through 2023.",91
"This wine is a blend of top sites Les Collines, SJR and Red Willow. It's perfumed with notes of green olive, violets, dried herbs, mineral and smoked meat. The palate is tightly wound, sensuous and supple, lithe yet rich with tart fruit and savory flavors backed by tannins that need more time to come into their own—but this wine surely deserves it. It has all of the stuffing to be a 20+ year wine. Best from 2025 to 2032. Give it an extended decant if opening in the near term.",95
"Aged both in wooden tanks and wood barrels, this smooth, silky rich wine is impressive. A blend of one-third each of Merlot, Malbec and Cabernet Franc, it is dense, dark and spicy. Juicy black fruits give the wine its ripe character. At the same time the structure keeps the opulent fruitiness in check. The wine is showing well now, although it will be better kept until 2018.",93
"Big in flavor and structure, this dark-colored, full-bodied wine is concentrated and laced with fine-grained tannins to support rich blackberry flavors. It's smooth and mouthfilling, with a lingering finish.",90
"Very dry and earthy, with tobacco, herb and blackberry flavors. Could be richer, but the structure is impeccable, and the wine is elegant. Ready now.",87
"Using dry-farmed grapes, Ryan Pease crafts a heavily structured wine with aromas of black gravel, mocha and blueberries reduced in a vanilla vinaigrette. The sticky tannins will need some time to unravel, but the flavors of cooked cherries, blackberries and coffee paste are promising. Drink 2018–2024.",91
The grapes for this full-bodied wine hail from the Luvisi Vineyard in the heart of Calistoga old-vine country—a warm and welcome site for the variety. Baked blackberry and black olive combine around a taste of charred meat before brawny spins of brown sugar and nutmeg play on the palate with jolts of chocolate and vanilla.,90
"Black cherry and vanilla notes are appealing despite some hints of scorched wood on the palate. The texture is pleasantly soft and silky, lending to an easy-drinking Pinot. Drink now–2018.",87
"Here's an unexpected surprise from Southern Italy available at an excellent price. This is a deeply concentrated and succulent wine that delivers deep notes of milk chocolate, spice, mature berry and blackberry preserves. The wine is noticeably sweet and ends with a blast of jammy fruit.",85
"This plush, rich expression of Pinot Grigio from northeast Italy would pair with white meat, seafood risotto or spicy dishes from the Far East. The mouthfeel is smooth, rich and long-lasting.",90
"This brand is a sort of junior label for Schramsberg, one of California's premier sparkling wine houses. It's quite a good bubbly, showing plenty of balance and finesse, with rich, dry flavors of yeast, citrus fruits and vanilla.",88
"A study in balance, this wine has dark berry and tobacco aromas that are elegant rather than overly intense. The palate reveals polished tannins and firm fruit flavors.",91
"A Méthode Champenoise blend of 74% Pinot Noir and 26% Chardonnay, this is another in a line of small-production sparkling wines being made by still producers. A yeasty, almond-infused sparkler, it's restrained and medium in acidity. Peach and apricot come to the fore, fleshing out the midpalate before a subtle, orange-y finish.",88
"The vineyard is in the Chehalem Mountains AVA, though the label simply reads Willamette Valley. Light toast and dark fruits abound, with black cherry, char and roasted-coffee flavors leading the charge. Utterly delicious, this is a fine single-vineyard offering from Adam Lee. The barrel aging is subtle and complex, with a hint of coconut in the finish.",92
"This bottling is a two-block selection from the highest spots in the vineyard. Don't be fooled by the lightness of the flavors, but do pay attention to the refined, elegant structure. Raspberry and cherry flavors, abundant acidity and a mineral underpinning all contribute, along with almost a year in 50% new French oak.",91
"This is the first wine made from Oregon grapes by this southern California winery. But one can't help but wonder if shipping fruit all the way down the coast might bang it up a bit. For whatever reason, this wine tastes fractured, metallic and chalky. There is a core of black cherry, but it seems surrounded by gun-metal flavors, which stick to the palate and abruptly shut down the finish.",85
"This wine is an exemplary expression of Touriga Nacional. It has structure, perfumes, rich black-fruit flavors and a serious tannic background. Concentrated and with fine intensity, it needs to age, so drink from 2017.",91
"Utterly brisk freshness and the slightest hint of green emanate from the glass. The palate, in keeping with the freshness, is utterly slender and brisk, underlined with a soft, fine mousse that enforces the pure lemon flavors. If you are looking for an apéritif of exquisite lightness and weightless charm, this is it.",88
"For a Meursault, this wine has a defined, important backbone of minerality. The spice and ripeness do come through, but they were with the structure to give a wine that is both full and well textured. The pear flavors add to the weight of the wine.",89
"Big for a Pinot Noir, but that's Santa Lucia and Tondre for you. It could almost be Grenache, but it sure is delicious. Floods the mouth with raspberries, cherries, spices and oak; full-bodied, with some hefty tannins, but it never loses Pinot's essential silkiness. Drink now–2015.",92
"Subtle notes of orange meet freshly-cut pear flavors, amplified by some residual sugar. The richness of the palate is cut beautifully by a fresh and pure, citric acidity and a wrought phenolic structure which lends pleasant notes of subtle, enticing bitterness. There is something bittersweet about this that is touching and alluring.",93
"A wine that brings out soft richness, with a creamy apple texture layered with green plum skin tannins. The wine has some tautness as well, giving a tight structure that opens up. There's a great mineral, steely streak, with freshness showing through on the finish.",90
"This wine is muted and still youthful, a blend of mostly Cabernet with 13% Merlot, 7% Syrah, 3% Petite Sirah and 1% Cabernet Franc. Pencil lead and dust fight for attention around big, bittersweet tannin and tobacco, not sure whether or not to let the black currant and cassis shine through.",89
"A rich, yet finely structured wine, this is full of acidity and bright green and yellow fruits. It's delicious, mouth-filling and refreshing, touched by notes of wood and citrus, with a smooth, toasty finish.",89
"Sand (sable) is indeed the color of this palest of rosés. The style is intense, as much wine as sparkling wine, flavored with raspberries and red currants, and some pear spice. It is definitely for food, with its acidity and fine freshness.",90
"Mainly Shiraz, this is dense and earthy on the nose, filled with dark fruit aromas. The flavor profile is similar, but this medium- to full-bodied red turns tart and lemony on the finish. Drink now.",86
This budget-minded white veers toward overripe fruit and a layering of vanilla sugar yet retains enough minerality on the back end to remain vibrant and juicy.,86
"Herbal notes of blossom rise from the glass, with a smoky, flinty accent. The palate presents a honeyed aspect, promising ripe fruit and lusciousness checked by citric pith and zest. It has a pleasant phenolic grip, with the spice of Demerara sugar and fir honey amid the citrus freshness. It tempts with a wild, exotic promise.",91
"Light on the nose. The flavor profile leans toward cranberry, but there seems to be a faint pickled note, too. The feel is juicy and acidic, so it's fresh.",82
"Over the last few years, veteran winemaker Roman Roth's eponymous Merlot has proven to be a consistent winner. His 2007 vintage is no exception. While intensely ripe with a rich, almost raisined black-fruit character, it's balanced with hints of granite, smoke and brine that all lend a savory, earthy tone. Penetratingly tannic and robust in structure, it's a wine to decant now, or cellar through 2019–2021.",91
"Nicely focused, with a core of wild strawberry and black cherry, this bears herb and pepper highlights common to Oregon Pinot. It has a nice mouthfeel and is balanced throughout.",90
"The mountain aspect of this bottling seems to restrain some of this grape variety's typical exuberance, for better and worse. Light blackberry and dried sagebrush show on the nose, while the palate picks up black raspberry and wet dill flavors.",88
"This lively, raspberry- and red-currant-flavored wine has just the right tang of acidity to create its crisp feel. Fruity and fragrant, it features a touch of minerality to add further texture.",87
"This opens with aromas of oak, toast, licorice, coconut and sugared plum. The taut palate offers dried cherry, star anise and a green note of powdered sage but not a lot of fruit richness. Raspy tannins leave a tongue-drying finish.",87
"A closed nose shows the faintest notes of quince. The palate is dry and fresh with lots of lemony zestiness. It's slender and clean with a wonderful, straightlaced backbone. Freshness and tautness signal a purposeful, lively wine, full of apple fruit and aromatic overtones of quince.",91
"There's little going on aromatically or texturally in this thin, fairly nondescript wine.",80
"Cola and minty, herbal aromas come with raw oak and gritty, baked berry scents. This is rugged, tannic and grabby on the palate, with heavy wood resin flavors heaped atop blackberry and plum. Woodspice and heat drive the finish.",87
"This hearty blend of 35% Cabernet Sauvignon, 27% Cabernet Franc, 24% Merlot and 14% Petit Verdot offers blackberry, smoked beef, vanilla, cola and anise scents on the nose. The palate is tightly wound, its boysenberry fruit and dark soil minerality leading into a finish laced with licorice spice.",88
"Lifted honeysuckle and jasmine perfume abound throughout this textbook Mosel Kabinett. Sun-kissed apricots and peaches burst on the palate, yet maintain a graphite edge of minerality and acidity. It's a crystalline fruity wine that's irresistible now for its youthful exuberance.",90
"Blue flower, exotic spice and dark berry aromas take shape on this full-bodied glossy red. The structured enveloping palate offers dried morello cherry, raspberry, star anise and pipe tobacco alongside compact fine-grained tannins. It already has so much to offer but will be even better in a few years. Drink 2019–2029.",90
"Good ripe and rich wine that shows some of the opulence of Meursault. It has a good balance between toast and broad yellow and white fruit flavors. With acidity an extra component, the wine is attractively complete.",91
"This medium-bodied dry white is notable for its balance and harmony. Citrus, wet stone and green apple aromas and flavors all come into play, none of them dominant, then end on a bright, grapefruity note. Drink now.",88
"Although the varietal composition isn't typical of Châteauneuf (one-third each Grenache, Syrah, Mourvèdre), the flavors certainly are, combining baked fruit with dusty earth and touches of leather and spice. It's soft and round in the mouth, with a juicy, mouthwatering finish. Drink now-2015.",87
"Soft and creamy, this full, rich wine brings together delicious yellow and white fruits with citrus acidity and a tight, nervy texture. It has an attractive perfumed character balanced with a crisp, tight aftertaste. Drink from 2016.",88
"A simple, fresh and appealing Riesling, light to medium in body and off dry in style. Apple and citrus notes dominate, with some slightly riper melon notes evident as well. Drink over the next few years.",86
"In this vintage, Echézeaux reveals an extra edge of really ripe, full fruits. They are balanced by the firm wood- and spice-laden structure, with the tannins and intense acids adding the final touches. Age this over 7–8 years.",93
"This elaborate wine offers delicious cherry-pie, mocha, red currant and sandalwood flavors. The tannins are smooth and flashy, and it's easy to drink. But it shows the limits of Cabernet Franc, which simply doesn't have the depth of Cabernet Sauvignon.",91
"A pleasing nose of citrus laced with lavender paves the way for flavors of lemon-lime, peach and ripe red plum. There is a fleeting sense of stiffness at first sip that is quickly overcome by brightness of fruit that culminates in an apricot finish.",88
"This dry Chardonnay shows the minerality, acidity and herbalness that mark some Carneros Chardonnays. It's an elusive wine, less ripe than many, but has enough fruit, cream and oak richness to hit the right Chard notes. Call it elegant.",87
"Aromas of underbrush, scorched earth, toasted hazelnut, dark spice, menthol and new leather emerge in the glass. The firm palate delivers dried black cherry, raisin, coffee and chewing tobacco while fine-grained tannins provide the framework. It finishes on a slightly bitter note.",89
"Clean, lean and elegant, with mineral-infused citrus and green apple flavors set off by crisp acidity. There's no oak, but somehow the wine has a vanilla and honey richness.",88
"This Sicilian Chardonnay presents stone fruit, pear and honey backed by a slightly pungent, acetone-like note in the background that doesn't disturb too much. It tastes smooth, fresh and offers tingling spice on the finale.",84
"Rich, wonderfully concentrated wine, with ripe apricots, green plums, touches of toast riding over a structure that is just beginning a long aging process. Give this wine 10 years. This is the last vintage under this name. From 2009, the wine has been rebaptized Château La Mission Haut-Brion Blanc.",95
"This full-bodied wine pushes the concept of rosé to its limits. Wood-aged and rich, it conveys a sense of structure, mature fruit and delicious toastiness. It has already been aged an extra year, but would benefit from cellaring even longer, so wait until 2015.",92
"Zesty evergreen and herb notes lend freshness to notes of Meyer lemon and nectarine in this delicate Riesling. The palate builds in floral, fruity intensity, with bright peach and blossom notes. Delicately sweet yet brisk in lemony acidity, with a long finish.",90
"A mineral, textured wine, this is full of grassy gooseberry and grapefruit flavors. Fruit on the palate is accented with a chalky character and strong, very present acidity. Drink in six months.",87
"Some unripe notes of vegetables mar this otherwise likeable wine. It's very dry and soft, with firm tannins and cherry, cocoa and cedar flavors.",84
"Herb, dark raspberry and flower aromas take the lead on this young wine that saw just five months on neutral French oak. The cherry flavors are plush in feel, lingering on the finish. It's a very understated wine that appeals to the senses.",90
"91-93. Barrel sample. Showing the acidity and fresh fruit of the vintage, this wine has both structure and density. It's well-made, showing just the right amount of fruit and a judicious use of wood.",92
"From one of the classed growths of Provence, this wine is intense with ripe fruits. Red plum, red currant and berry fruit flavors go with a steely, nervy texture that needs to age. Drink from the end of 2014.",91
"This is one of those Chardonnays that takes ripe fruit and then drenches it in oak. It's all too much. The orange, apricot and mango flavors have a buttered toast, caramelized richness that turns cloying despite brisk acidity.",85
"This wine is soft and fruity with ripe berry fruits and gentle tannins. For a major second wine, it's surprisingly easy and soft, developing fast with its berry fruits, chocolate and wood flavors at the end. Drink from 2017.",88
"This wine all comes from Block 46 of Les Collines Vineyard and was fermented 100% whole cluster in a mixture of concrete and stainless steel. This vineyard's signature violet aromas are accented by plum, smoked meat and herb. The palate is elegantly styled with tart, fresh acids and plenty of hang time on the finish.",91
93–95. Barrel sample. This finely fruity wine is packed with black fruits accented by spice and wood flavors. Solid tannins and bright layers of acidity make this wine so typical of the vintage.,94
"This fascinating blend of biodynamically farmed Malvasia, Ribolla and Welschriesling balances savory smoke and toasted wood notes with sweet elements of apple, lemon and cream. Fermented with indigenous yeast, it's a richly textured wine with deep complexity.",88
"This is a firmly tannic, full-bodied wine whose dark berry and stone fruit flavors are sprinkled with lots of black pepper. A blend of Sangiovese, Syrah and Petite Sirah, it's completely dry, with complex blackberry, black currant and leather flavors, and a hint of superripe raisins. Drink now.",88
"A dry, edgy blend of Barbera, Grenache and several other varieties, this is tannic and lacks richness. Pair it with a cheese and pepperoni pizza to coax out the fruit.",82
"A rather soapy, wine, it does not have enough fruitiness to sustain its tannins. It's hard edged and likely to remain that way.",83
"With 5% Riesling in the blend, this bone-dry Sauv Blanc gains just a touch of roundness and spice. Clear, crisp flavors mix celery, gooseberry and tart melon fruit. It's very fresh, almost delicate.",88
"The natural honeyed character of Chenin Blanc shines through this simple, fruity wine. It has bright acidity and a creamed pear character that finishes with lime acidity. Screwcap.",84
"Yellowish in color, a true indicator that this is on the way out. Tastes chunky and flat, with bland lychee and melon flavors. Short then bitter on   the finish.",80
"The nose is sulphuric and a bit barnyardy, which screams“watch out,” but in the mouth there's acceptable if unspectacular apple fruit. It's scratchy in the finish, and probably just this side of not being worth drinking.",80
"This is a remarkable value, over-delivering in terms of its varietal characteristics of cola, cinnamon, grippy tannin, black pepper, cedar and leather. Medium bodied and approachable, it's right for the table or cocktail party, able to please a range of palates.",88
"Flavor-wise, this is a huge wine, bursting with raspberries, cherries and persimmons. The texture is pure silk and satin, as light and airy as Pinot gets, yet with a ghostly weight. Drink now with your most Pinot-friendly foods.",89
"This is a unique wine for enthusiasts of the natural wine movement. It shows a dark garnet color, with spicy aromas of dried fruit, currant and Indian spice. A bright tone of dried mint and rosemary lingers on the finish.",90
"This is a bone-dry, tannic, acidic and tightly wound Cabernet, with a solid core of blackberry aromas and flavors. Stylistically, it plants its flag squarely in favor of elegance, it just needs a little more time to fully integrate.",90
"Impressive dusty tannins offer a structured counterpoint to the deliciously ripe fruits and sweet berry flavors that stand out in this wine. It has great concentration as well, a powerhouse of firm structure and gorgeous fruit.",92
"This sweet, frizzy wine opens with a dark ruby color and offers a veritable aromatic explosion. You get it all here: from blueberry and raspberry to sweet spice and cinnamon cream. From the Casorzo region of Piedmont, the wine is fresh and intensely fragrant. Pair it with cold cuts and salumi.",84
"Alastro is a floral expression of Grecanico that offers bright tones of honey, jasmine, rose and almond blossom. This wine would make for a great predinner drink by the glass.",87
"Seeming delicate at first, barely-there whiffs of lemon peel and green herb turn riper and sunnier on this dry, medium-bodied Riesling. The palate is quite unctuous, dripping with white peach and grapefruit nectar. A cool strike of steel extends from midpalate to finish, lending mineral elegance to this ripe, rich wine.",92
"Foxy aromas come with notes of rubber, creamy milk chocolate and vanilla. It's hot and fiery in the mouth, with herbal plum and cassis flavors. Functional as a fruity, red berry wine but there's not much going on beyond the basics.",84
"Castello Banfi's delicious Cum Laude is a super Tuscan blend of Cabernet Sauvignon, Merlot, Sangiovese and Syrah that opens with rich aromas of black fruit and chocolate fudge. The 30% Cabernet Sauvignon component adds background notes of exotic spice, moist tobacco and firm tannins.",92
"Soft and juicy wine, all blackberry fruit and attractive acidity. There is a smoky wood edge just to add extra interest, while tannins are light and sweet.",91
"Tangerine and orange zest aromas are overcome by a peppery and stemmy quality. The palate feels underripe, offering tart citrus flavors and soapy floral tones.",82
"This blend of Vermentino (45%), Grenache Blanc (40%) and Roussanne (15%) is aged in a combination of oak and stainless steel, resulting in a round, mouthfilling wine that nevertheless remains crisp and easy to drink. Hints of smoke and marshmallow serve to accent the ripe melon, pineapple and honey flavors. Drink now.",88
"This brut Cava is made entirely from the Xarello grape. It's bready, leesy and yeasty on the nose, with touches of apple and nectarine. A low-verve palate tastes briny, with a hint of lime. On the finish, this tastes like the dust of vitamins.",87
"This wine is defined by oak from start to finish, with brown sugar and liquid-smoke notes pervading. Undoubtedly there's some fruit in support, which fills out the wine's frame and adds some firm tannins to the mix, providing for potential longevity. The only question is whether it will hold up in the long term.",92
"Aromas of citrus, grape skin, peach and herbs are light for the variety. The tangerine flavors drink medium sweet, lacking clarity and concentration.",84
A uniquely styled wine with notes of apple cider and caramel. It's rich and creamy with a panoply of fruit flavors that come in waves and linger long after the last sip. Offers as much in feel as it does in flavor.,91
"This smooth, tasty, very well-balanced wine glides over the palate and tastes like Bing cherry spiced with cinnamon and nutmeg. Fresh acidity and fine, firm tannins support the flavors well and keep the wine appetizing and mouthwatering, even in the aftertaste.",91
"Block 23 is all Pommard clone. At first the drying, tea-flavored tannins push the fruit down, but over many hours the wine expands with generous flavors of cherry fruit leather, candied orange peel, and polished tannins.",93
"This is a creamy and floral Prosecco Cartizze with a very delicate patchwork of aromas that include white flower, jasmine, fresh fruit, kiwi, lime and white peach. The texture is smooth and lean and the wine's delicate perlage creates a soft, cushiony impression in the mouth.",90
"For all the richness, and there's plenty of it in the pineapple, Meyer lemondrop and vanilla notes, this Chard has a gunmetal minerality that grounds it. The “Nu” designation indicates that it's unoaked.",87
"There's a touch of smoke and jerky on the nose of this wine, with dried cranberry and some tar aromas also present. The smoked-meat element also shows on the tip of the palate, then gives way to tart cranberry and graphite, offering decent complexity with lingering woodsmoke.",86
"For the first time these excellent grapes are being shown in a single-vineyard cuvée. It's a big, tannic, high-octane wine, with smooth, ripe and generous purple fruits. There is plenty of supporting acid, along with rather astringent tannins that carry a leafy note through the finish. Drink now–2019.",91
"While the aromas of this young wine reveal considerable toast, on the palate the wine brings forward the ripe apricot and mango flavors to go with that wood. As it matures, these elements will coalesce with the taut, tense mineral texture into an superb, ageworthy terroir-driven wine.",94
"A full and rich wine, it is packed with pepper and spice flavors as well as the crispest apple fruits. A young wine that could age, it is still tight and mineral although showing a fragrant character.",90
"A whiff of cellar floor, camphor and grilled herb aromas lead the nose while the tightly wound, no-frills palate offers red cherry, pomegranate and white pepper. Assertive, close-grained tannins provide the framework while a hint of grilled sage closes the finish.",88
"A country-style red wine, made from indeterminate varieties. It's tough and stringy in the mouth, with earthy berry and tobacco flavors.",84
"From two separate parcels of vines, this balanced and fruity wine is already delicious. It does have the tannins for aging, but its main thrust is to fragrant blackberry fruits, touched by spice and given a brightness by the final acidity. Drink now, or keep for 2–3 years.",90
"Savory hints of moss and lime, of fragrant, crushed citrus foliage and very pure lemon zest make for a totally seductive nose. How this can have all the fragrant promise of the coast when it is from landlocked Austria is anyone's guess. The palate is concentrated, streamlined and presents a panoply of zesty citrus notes: mandarin and lemon peel one moment, lime and grapefruit the next. Totally charming in its youth, this really is made for the long run. Drink 2016–2030 at least.",95
"From the mountainous far east of Portugal, the dense, granite feel of this wine is palpable and potent. It has weight, balanced by intense acidity, stalky black currant fruits and a core of dark, firm tannins. Age this concentrated wine for at least 3–4 years.",94
"Black as night and leathery, this is a generously savory, 100% Syrah that's well put together in structured tannins and chewy texture. Let it breathe and the range of smoked meats it'll go with are endless, matching the similar taste of grilled, gamey meat in the wine.",92
"Big and bold, this is a massive Touriga Nacional, emphasizing the structure as much as the fruit. It has a rich black plum character that is paired with firm wood and fruit tannins and a ripe juicy aftertaste. It could do with a year's aging, so drink from early 2017.",85
"Red berry, underbrush, baking spice and leather aromas lead the nose. This is pretty straightforward by Barolo standards, offering morello cherry and light cinnamon flavors framed in firm tannins. Drink 2019–2025.",88
"This is a warm, soft and rich wine. Coming from vines close to Margaux, it has something of the light touch of that appellation. Fruity, with fresh berry fruits and already well-integrated tannins, it's likely to mature over the medium term. Drink from 2016.",88
"There is nothing petite about this wine. It shows an opaque red-black color, concentrated aromas full of blackberry and cedar, then flavors like pomegranate juice and blackberry jam, without being sweet. All this density and intensity will help it age. It will improve if allowed to age in a cool place until at least 2020.",90
"Pure, concentrated blackberry and cassis aromas are right on target, as is most of this impressive Malbec that hails from 88-year-old vines. An exuberant palate shows young, bouncy, rubbery tannins, while this tastes complex, with blackberry and plum flavors playing off savory, saucy notes. An everlasting finish says drink all the way through 2027.",94
"With 70 hectares of vines and many generations of family management, Piazzo Armando is a steady and consistent producer of Barolo and other traditional wines of the Langhe. This is the winery's top product and its quality shows thanks to delicate aromas of wild cherries, light cinnamon and pressed blue flowers.",90
"This is tight, tannic and with spice and a red-fruit character. The wine is still very young with the fruit of the year masked by the tannins. Drink from 2018.",86
"This is taut and dense, and requires time and air to untangle. Deep, dark fruits are mixed in with layers of black olive, smoke, compost, tar, moist earth and herb—a delicious mélange of flavors that promises good things to come as the wine ages. It's masterful winemaking in a package so young and wrapped up tight that it may pass you by if you don't give it a good look.",92
"Wiry and abrasive on the nose, this smells a lot like licorice and white gumdrops. In the mouth, this feels clipped and slightly artificial. Flavors of plastic, vanilla, chocolate and cherry come mostly from sketchy oak, while the finish is somewhat hot, with a plastic-like oak flavor.",85
"A thin, sharp attack pushes subdued flavors of stem, cherry and chocolate into a quick, tight finish. In some ways, this wine recalls the Eyrie releases of decades ago, and may prove to age well, as many of those wines did. For now, it's a hard stemmy wine with a bit of burn.",87
"This is an austere, leathery Cabernet with smooth tannins that will take time to move beyond its more earthy, herbal components and share its blackberry fruit. Pair with a steak in the meantime, preferably in a blackberry reduction sauce, which might coax out more of the wine's flavor.",87
"Few Zins are this ripe and extravagant in flavor. It delivers an explosion of blackberry and cherry preserves, mint, olive tapenade, black pepper and sandalwood flavors, plus a bunch of other things too complex to list. A terrific example of the variety, at a fair price.",92
"$14 is a pretty good price for a Chardonnay that shows such ripe, succulent fruit. It's rich in oranges, pineapples, limes and mangoes, brightened with crisp acidity. Entirely unoaked, the finish is dry, pure and clean.",86
"This satisfyingly full-bodied, dense wine offers a wealth of baked strawberry complemented by a fistful of clove, cinnamon and Asian five-spice. The tannins are firm and supported by moderate acidity, while strong elements of forest floor and sautéed mushroom add to the savory nature of it all.",92
"This seems a bit riper and rounder than most Marlborough Sauvignon Blancs, but it remains varietally on target. Gooseberry and pink grapefruit aromas and flavors finish on a mouthwatering note. Drink now.",88
"This wine all comes Chandler Reach Vineyards. The aromas seem to lack clarity while the cranberry, prune and cherry flavors want for midpalate concentration.",85
"Muted aromas suggesting vanilla, cassis and dark spice emerge in the glass while the palate shows roasted coffee bean and dried black cherry. Dusty tannins give it mouth-puckering astringency. Drink through 2016.",87
"Ripe berry and mature fruit aromas of prune and candied cherry open the bouquet of this lovely, garnet-colored Barolo. The wine offers excellent intensity and depth with what can best be described as a lively mouthfeel. Indeed, this wine exudes life, health and brightness.",93
"This opens with black plum, underbrush and new leather aromas. The palate is concentrated, its mint- and tobacco-laced black cherry core underpinned by fine-grained tannins. Drink now–2023.",91
"This oxidized expression of Sauvignon shows an off-gold color, with aromas of apricot and butterscotch. It tastes flat and broad on the palate.",81
"There's a strong herbal backbone to the core of this wine, surrounded by fleshy notes of melon and white peach. The earthy notes mix with a lime rind freshness on the palate, with a nice tropical fruit flavor that stays well into the close. Drink now.",89
"One of the leanest, most severe Chardonnays out there. In its favor is extreme dryness, elegance and a refreshing minerality. But the citrus flavors are so thin, there's just not much going on, and a little oak doesn't help. Simply lacks richness.",85
"A textbook Cabernet Sauvignon, this offers upfront aromas and flavors of black plum and cherry that are complemented by spicy accents of black-currant leaf, tobacco and dark chocolate. Medium weight, it has a peppery, lightly toasted finish and structured tannins that soften in the glass.",90
"Smooth and spicy, matching bright, tight, sweet-tart lemony fruit to nicely integrated barrel notes of sandalwood and graham cracker. The sleek structure, balanced for cellaring as well as immediate enjoyment.",92
"Among full-bodied, old-vines Malbec, this is an unbridled winner. The nose is rooty and sweet, but also inky and dark. And the palate is totally pure, with snappy tannins, fine acidity and loads of black fruit flavor mixed with tobacco and coconut. Racy, juicy and delicious as it enters its prime. Drink now through 2013.",92
"While black plum and cherry flavors seem ruddy and ripe on the nose, the palate of this medium-bodied Bordeaux blend is surprisingly brisk. Lean in style and delicate in concentration, it's a crisp and elegant sip. Firm, fine tannins accentuate the finish.",87
"Ripe and smooth, it has layers of red fruits, a touch of caramel and delicious acidity. It's full of flavor with depth as well as some richness.",89
"Sturdy and flavorful, this is a well-made, dry and moderately tannic wine that smells beefy, salt-and-peppery, and tastes juicy like raspberries and cherries with a little bit of meatiness coming through for complexity. The texture has good grip and acidity so the wine will pair well with big proteins.",88
"Aromatically blessed in flecked coconut, this soft, round red blend is ripe and lush in black cherry and blueberry, with touches of cedar and tobacco in the background. Completely satisfying on the palate, remaining rich from start to end, it finishes structured and elegant, with delectable waves of dark chocolate and mocha. The blend is half Cabernet Sauvignon and half Malbec.",93
